,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
2365,2006-04-28 00:00:00,Parking,Alquiler,Tarragona,270.0,1716390.0,2006-11-22 00:00:00,Jesús
2366,2006-04-29 00:00:00,Local,Venta,Tarragona,243.0,2047761.0,2006-10-12 00:00:00,María
2367,2006-04-29 00:00:00,Casa,Venta,Lleida,134.0,1024698.0,2006-11-09 00:00:00,Jesús
2370,2006-04-29 00:00:00,Suelo,Venta,Lleida,270.0,2364390.0,2007-04-02 00:00:00,Luisa
2371,2006-04-30 00:00:00,Local,Alquiler,Girona,220.0,1548800.0,2006-10-04 00:00:00,María
2372,2006-04-30 00:00:00,Piso,Venta,Barcelona,200.0,1996000.0,2006-08-05 00:00:00,Joaquín
2373,2006-05-01 00:00:00,Piso,Venta,Lleida,239.0,1264310.0,2007-02-15 00:00:00,Carmen
2375,2006-05-01 00:00:00,Casa,Alquiler,Tarragona,296.0,2813776.0,2006-10-22 00:00:00,Luisa
2377,2006-05-02 00:00:00,Local,Venta,Barcelona,292.0,1538256.0,2007-05-01 00:00:00,Jesús
2378,2006-05-02 00:00:00,Piso,Venta,Barcelona,233.0,1220454.0,2007-04-18 00:00:00,Carmen
2379,2006-05-02 00:00:00,Piso,Alquiler,Tarragona,238.0,1953742.0,2006-12-19 00:00:00,Joaquín
2380,2006-05-02 00:00:00,Parking,Venta,Girona,205.0,1921260.0,2006-12-17 00:00:00,María
2382,2006-05-03 00:00:00,Industrial,Alquiler,Girona,250.0,1002500.0,2007-01-16 00:00:00,Carmen
2384,2006-05-03 00:00:00,Industrial,Alquiler,Barcelona,188.0,1769644.0,2007-02-23 00:00:00,Carmen
2385,2006-05-03 00:00:00,Piso,Alquiler,Lleida,144.0,1211184.0,2007-02-27 00:00:00,María
2386,2006-05-04 00:00:00,Casa,Venta,Girona,294.0,1784580.0,2007-01-28 00:00:00,Luisa
2387,2006-05-05 00:00:00,Parking,Venta,Lleida,106.0,594130.0,2006-12-03 00:00:00,Carmen
2388,2006-05-05 00:00:00,Local,Alquiler,Girona,250.0,2281250.0,2007-03-08 00:00:00,Luisa
2389,2006-05-05 00:00:00,Casa,Venta,Lleida,290.0,1853390.0,2007-05-01 00:00:00,Luisa
2390,2006-05-08 00:00:00,Casa,Alquiler,Barcelona,257.0,1591344.0,2007-01-19 00:00:00,Luisa
2392,2006-05-09 00:00:00,Piso,Alquiler,Tarragona,283.0,2072692.0,2006-10-02 00:00:00,Carmen
2393,2006-05-09 00:00:00,Industrial,Venta,Girona,171.0,708795.0,2007-04-07 00:00:00,Carmen
2394,2006-05-10 00:00:00,Piso,Alquiler,Tarragona,300.0,2585100.0,2006-10-15 00:00:00,Luisa
2395,2006-05-11 00:00:00,Local,Venta,Barcelona,170.0,1602930.0,2006-11-05 00:00:00,Joaquín
2396,2006-05-12 00:00:00,Parking,Alquiler,Barcelona,236.0,2001280.0,2007-03-04 00:00:00,Jesús
2400,2006-05-13 00:00:00,Local,Venta,Girona,216.0,2144448.0,2007-01-26 00:00:00,María
2402,2006-05-13 00:00:00,Oficina,Alquiler,Lleida,275.0,1819950.0,2006-11-11 00:00:00,Luisa
2403,2006-05-13 00:00:00,Oficina,Venta,Girona,221.0,1356498.0,2006-10-10 00:00:00,Luisa
2404,2006-05-14 00:00:00,Parking,Alquiler,Barcelona,210.0,1371720.0,2007-03-26 00:00:00,Pedro
2405,2006-05-14 00:00:00,Suelo,Alquiler,Tarragona,197.0,1840571.0,2006-10-10 00:00:00,Luisa
2408,2006-05-14 00:00:00,Suelo,Alquiler,Lleida,195.0,1790490.0,2006-12-16 00:00:00,Carmen
2410,2006-05-15 00:00:00,Industrial,Venta,Tarragona,201.0,1163388.0,2007-01-24 00:00:00,Joaquín
2411,2006-05-16 00:00:00,Local,Alquiler,Girona,277.0,1802993.0,2007-03-01 00:00:00,Joaquín
2413,2006-05-16 00:00:00,Oficina,Alquiler,Lleida,257.0,2203004.0,2006-11-15 00:00:00,Pedro
2414,2006-05-16 00:00:00,Oficina,Venta,Girona,295.0,2200405.0,2007-03-24 00:00:00,María
2416,2006-05-17 00:00:00,Local,Venta,Girona,184.0,1113016.0,2007-01-15 00:00:00,María
2418,2006-05-18 00:00:00,Oficina,Alquiler,Lleida,176.0,1214576.0,2006-10-08 00:00:00,Luisa
2419,2006-05-18 00:00:00,Piso,Alquiler,Lleida,149.0,1099024.0,2006-10-01 00:00:00,Luisa
2421,2006-05-19 00:00:00,Industrial,Venta,Tarragona,280.0,2370200.0,2007-02-04 00:00:00,Luisa
2422,2006-05-20 00:00:00,Oficina,Alquiler,Girona,156.0,1294176.0,2006-10-05 00:00:00,Carmen
2423,2006-05-20 00:00:00,Oficina,Alquiler,Barcelona,225.0,1752975.0,2006-09-22 00:00:00,Jesús
2424,2006-05-20 00:00:00,Suelo,Venta,Barcelona,285.0,2603190.0,2006-11-15 00:00:00,Joaquín
2425,2006-05-20 00:00:00,Suelo,Venta,Girona,247.0,2320565.0,2007-05-01 00:00:00,Jesús
2427,2006-05-21 00:00:00,Industrial,Alquiler,Lleida,277.0,2268076.0,2007-01-25 00:00:00,María
2428,2006-05-21 00:00:00,Casa,Venta,Girona,273.0,2682225.0,,
2429,2006-05-21 00:00:00,Casa,Venta,Girona,245.0,2037420.0,2007-04-04 00:00:00,Pedro
2430,2006-05-22 00:00:00,Suelo,Venta,Lleida,271.0,2303500.0,2007-01-22 00:00:00,Luisa
2431,2006-05-22 00:00:00,Local,Alquiler,Barcelona,232.0,1699168.0,2006-08-27 00:00:00,Carmen
2432,2006-05-22 00:00:00,Piso,Venta,Girona,203.0,1315846.0,2007-02-27 00:00:00,Carmen
2433,2006-05-23 00:00:00,Casa,Alquiler,Tarragona,202.0,1112010.0,2007-01-29 00:00:00,Pedro
2436,2006-05-25 00:00:00,Casa,Alquiler,Tarragona,195.0,1927770.0,2007-01-10 00:00:00,Jesús
2437,2006-05-26 00:00:00,Piso,Venta,Lleida,129.0,818505.0,2006-08-30 00:00:00,Carmen
2439,2006-05-26 00:00:00,Industrial,Alquiler,Girona,278.0,2336590.0,2006-12-26 00:00:00,Luisa
2440,2006-05-27 00:00:00,Piso,Alquiler,Barcelona,207.0,1381104.0,2007-04-30 00:00:00,María
2442,2006-05-27 00:00:00,Piso,Alquiler,Girona,233.0,1682260.0,,
2444,2006-05-28 00:00:00,Parking,Alquiler,Lleida,194.0,1466058.0,2007-01-29 00:00:00,Carmen
2445,2006-05-28 00:00:00,Piso,Alquiler,Girona,253.0,1162788.0,2007-01-22 00:00:00,Luisa
2448,2006-05-29 00:00:00,Suelo,Venta,Barcelona,228.0,2203620.0,2007-03-29 00:00:00,Joaquín
2449,2006-05-29 00:00:00,Parking,Venta,Girona,202.0,1524898.0,2006-12-28 00:00:00,Carmen
2452,2006-05-30 00:00:00,Local,Venta,Tarragona,181.0,1438226.0,2006-12-27 00:00:00,Pedro
2454,2006-05-31 00:00:00,Casa,Venta,Tarragona,190.0,1410370.0,2006-11-01 00:00:00,María
2456,2006-06-01 00:00:00,Piso,Venta,Lleida,234.0,1305720.0,2006-08-31 00:00:00,Luisa
2457,2006-06-01 00:00:00,Casa,Alquiler,Tarragona,167.0,685368.0,2007-01-13 00:00:00,Carmen
2458,2006-06-01 00:00:00,Casa,Venta,Lleida,270.0,1097010.0,2007-04-02 00:00:00,María
2459,2006-06-02 00:00:00,Casa,Alquiler,Barcelona,209.0,2017268.0,2007-01-26 00:00:00,Luisa
2460,2006-06-02 00:00:00,Parking,Alquiler,Girona,189.0,1342278.0,2006-12-16 00:00:00,Carmen
2461,2006-06-02 00:00:00,Piso,Venta,Lleida,246.0,1044762.0,2007-03-22 00:00:00,María
2462,2006-06-03 00:00:00,Piso,Venta,Girona,110.0,1026300.0,2007-02-08 00:00:00,Luisa
2463,2006-06-03 00:00:00,Suelo,Venta,Tarragona,262.0,1843694.0,2006-12-29 00:00:00,Carmen
2464,2006-06-03 00:00:00,Industrial,Venta,Lleida,122.0,1107028.0,2006-11-19 00:00:00,Pedro
2466,2006-06-03 00:00:00,Piso,Venta,Lleida,224.0,1705760.0,2007-03-03 00:00:00,Jesús
2468,2006-06-04 00:00:00,Casa,Venta,Barcelona,260.0,1616680.0,2007-04-25 00:00:00,Carmen
2470,2006-06-05 00:00:00,Parking,Alquiler,Tarragona,211.0,1126951.0,2006-12-08 00:00:00,Joaquín
2471,2006-06-05 00:00:00,Oficina,Venta,Tarragona,166.0,1068376.0,2007-03-14 00:00:00,Carmen
2472,2006-06-05 00:00:00,Parking,Alquiler,Barcelona,173.0,1251828.0,2007-03-04 00:00:00,Joaquín
2473,2006-06-06 00:00:00,Local,Venta,Lleida,126.0,1199394.0,2006-12-08 00:00:00,Carmen
2474,2006-06-06 00:00:00,Piso,Alquiler,Lleida,264.0,1344024.0,2007-03-22 00:00:00,María
2475,2006-06-06 00:00:00,Local,Alquiler,Tarragona,170.0,1397060.0,2007-04-30 00:00:00,Pedro
2476,2006-06-06 00:00:00,Suelo,Alquiler,Lleida,217.0,1363411.0,2006-12-18 00:00:00,Carmen
2477,2006-06-06 00:00:00,Suelo,Venta,Girona,294.0,2353176.0,2006-10-26 00:00:00,Pedro
2480,2006-06-06 00:00:00,Oficina,Venta,Lleida,209.0,1637515.0,2007-04-12 00:00:00,Jesús
2482,2006-06-07 00:00:00,Industrial,Alquiler,Girona,169.0,1447316.0,,
2483,2006-06-07 00:00:00,Local,Alquiler,Lleida,201.0,1342278.0,2006-12-03 00:00:00,Luisa
2484,2006-06-07 00:00:00,Industrial,Alquiler,Tarragona,270.0,2632500.0,2007-04-18 00:00:00,Carmen
2485,2006-06-08 00:00:00,Casa,Venta,Girona,115.0,1147585.0,2006-11-13 00:00:00,Joaquín
2487,2006-06-08 00:00:00,Suelo,Alquiler,Tarragona,255.0,2380170.0,2006-09-30 00:00:00,Pedro
2488,2006-06-09 00:00:00,Suelo,Alquiler,Lleida,267.0,2211294.0,2007-05-06 00:00:00,Joaquín
2489,2006-06-10 00:00:00,Industrial,Alquiler,Tarragona,298.0,2693026.0,,
2490,2006-06-10 00:00:00,Local,Venta,Girona,160.0,1368480.0,2007-01-07 00:00:00,Joaquín
2492,2006-06-10 00:00:00,Industrial,Alquiler,Tarragona,119.0,1149897.0,2006-10-27 00:00:00,Luisa
2495,2006-06-11 00:00:00,Piso,Venta,Barcelona,149.0,701492.0,2006-11-02 00:00:00,Carmen
2497,2006-06-11 00:00:00,Piso,Alquiler,Barcelona,126.0,1102500.0,2006-10-13 00:00:00,Pedro
2498,2006-06-11 00:00:00,Local,Alquiler,Lleida,275.0,1443750.0,,
2499,2006-06-11 00:00:00,Oficina,Venta,Barcelona,165.0,1204005.0,2007-01-23 00:00:00,María
2500,2006-06-11 00:00:00,Casa,Alquiler,Girona,231.0,2069529.0,2006-12-24 00:00:00,Jesús
2502,2006-06-13 00:00:00,Parking,Venta,Girona,282.0,2717634.0,2006-11-30 00:00:00,Pedro
2503,2006-06-13 00:00:00,Local,Venta,Barcelona,245.0,2090340.0,,
2504,2006-06-14 00:00:00,Oficina,Venta,Lleida,239.0,2235367.0,2006-10-09 00:00:00,María
2505,2006-06-15 00:00:00,Local,Alquiler,Girona,161.0,1027180.0,2006-10-17 00:00:00,María
2507,2006-06-15 00:00:00,Suelo,Venta,Girona,204.0,1267452.0,,
2508,2006-06-16 00:00:00,Industrial,Alquiler,Tarragona,164.0,1166860.0,2007-05-07 00:00:00,Joaquín
2511,2006-06-16 00:00:00,Piso,Venta,Tarragona,280.0,2384480.0,2007-01-01 00:00:00,Pedro
2513,2006-06-17 00:00:00,Industrial,Venta,Lleida,134.0,1083256.0,2007-01-05 00:00:00,Jesús
2514,2006-06-17 00:00:00,Local,Alquiler,Lleida,245.0,2030805.0,2006-12-11 00:00:00,María
2516,2006-06-18 00:00:00,Local,Alquiler,Girona,297.0,2162160.0,2006-12-28 00:00:00,Jesús
2517,2006-06-18 00:00:00,Casa,Venta,Tarragona,248.0,1826024.0,,
2519,2006-06-21 00:00:00,Oficina,Venta,Girona,277.0,2250348.0,2007-04-21 00:00:00,Jesús
2520,2006-06-21 00:00:00,Oficina,Venta,Lleida,212.0,1736068.0,2006-12-24 00:00:00,Joaquín
2522,2006-06-21 00:00:00,Casa,Alquiler,Barcelona,241.0,1327669.0,2007-03-10 00:00:00,Jesús
2524,2006-06-22 00:00:00,Casa,Alquiler,Tarragona,246.0,2198502.0,2006-11-10 00:00:00,Carmen
2525,2006-06-23 00:00:00,Oficina,Alquiler,Tarragona,178.0,1010862.0,2006-11-08 00:00:00,Carmen
2526,2006-06-23 00:00:00,Suelo,Venta,Lleida,298.0,2458798.0,2006-12-10 00:00:00,Jesús
2528,2006-06-24 00:00:00,Suelo,Alquiler,Barcelona,281.0,1521615.0,2007-04-19 00:00:00,Carmen
2530,2006-06-25 00:00:00,Casa,Alquiler,Tarragona,213.0,1253505.0,2007-02-18 00:00:00,María
2533,2006-06-25 00:00:00,Oficina,Venta,Girona,246.0,1087812.0,2006-10-24 00:00:00,Jesús
2535,2006-06-27 00:00:00,Piso,Venta,Girona,214.0,1988702.0,,
2537,2006-06-28 00:00:00,Casa,Venta,Lleida,214.0,1504420.0,2006-12-14 00:00:00,Joaquín
2538,2006-06-30 00:00:00,Piso,Alquiler,Girona,68.0,396780.0,2007-02-10 00:00:00,Carmen
2540,2006-06-30 00:00:00,Suelo,Venta,Lleida,209.0,1844425.0,2007-04-10 00:00:00,Pedro
2541,2006-06-30 00:00:00,Oficina,Venta,Girona,291.0,2849763.0,2007-04-28 00:00:00,Joaquín
2544,2006-07-01 00:00:00,Industrial,Venta,Girona,212.0,1691124.0,2006-10-19 00:00:00,María
2546,2006-07-01 00:00:00,Parking,Alquiler,Lleida,234.0,1182636.0,2006-12-04 00:00:00,Carmen
2547,2006-07-02 00:00:00,Industrial,Venta,Girona,195.0,1576380.0,2007-04-24 00:00:00,Luisa
2548,2006-07-02 00:00:00,Parking,Alquiler,Tarragona,147.0,1362984.0,2007-02-12 00:00:00,Carmen
2549,2006-07-02 00:00:00,Parking,Alquiler,Barcelona,163.0,1298947.0,2006-12-23 00:00:00,María
2550,2006-07-02 00:00:00,Suelo,Alquiler,Tarragona,187.0,1059916.0,2006-10-03 00:00:00,Carmen
2553,2006-07-04 00:00:00,Industrial,Alquiler,Barcelona,275.0,2415325.0,2006-12-17 00:00:00,Carmen
2554,2006-07-04 00:00:00,Casa,Venta,Barcelona,267.0,2091144.0,2006-12-24 00:00:00,Luisa
2555,2006-07-04 00:00:00,Oficina,Venta,Barcelona,250.0,1298500.0,2006-11-24 00:00:00,Joaquín
2556,2006-07-05 00:00:00,Parking,Alquiler,Barcelona,283.0,1470185.0,2006-12-18 00:00:00,Jesús
2557,2006-07-06 00:00:00,Industrial,Alquiler,Barcelona,212.0,1758964.0,2007-03-24 00:00:00,Luisa
2562,2006-07-08 00:00:00,Piso,Alquiler,Barcelona,245.0,1284045.0,2007-05-07 00:00:00,Joaquín
2568,2006-07-10 00:00:00,Local,Alquiler,Girona,50.0,390400.0,2007-01-15 00:00:00,Carmen
2569,2006-07-10 00:00:00,Parking,Venta,Barcelona,93.0,512430.0,2007-04-28 00:00:00,Carmen
2570,2006-07-10 00:00:00,Suelo,Venta,Tarragona,191.0,1127473.0,2007-04-01 00:00:00,Luisa
2571,2006-07-10 00:00:00,Industrial,Venta,Tarragona,169.0,1154101.0,,
2572,2006-07-11 00:00:00,Industrial,Venta,Lleida,138.0,668748.0,2007-01-19 00:00:00,Carmen
2573,2006-07-11 00:00:00,Parking,Venta,Barcelona,256.0,2470912.0,,
2576,2006-07-13 00:00:00,Piso,Alquiler,Lleida,290.0,2702220.0,2007-03-16 00:00:00,Carmen
2578,2006-07-16 00:00:00,Parking,Alquiler,Girona,274.0,2189534.0,2006-11-17 00:00:00,Luisa
2580,2006-07-16 00:00:00,Oficina,Venta,Girona,130.0,1061710.0,2007-03-11 00:00:00,Pedro
2583,2006-07-17 00:00:00,Suelo,Alquiler,Barcelona,234.0,1016964.0,2007-03-18 00:00:00,Luisa
2584,2006-07-17 00:00:00,Piso,Alquiler,Girona,244.0,1315648.0,2007-03-01 00:00:00,María
2585,2006-07-18 00:00:00,Suelo,Alquiler,Lleida,252.0,1889748.0,2006-11-23 00:00:00,Luisa
2586,2006-07-18 00:00:00,Casa,Venta,Barcelona,229.0,1634373.0,2006-12-19 00:00:00,Jesús
2587,2006-07-18 00:00:00,Industrial,Venta,Barcelona,193.0,1559054.0,,
2589,2006-07-19 00:00:00,Suelo,Alquiler,Lleida,273.0,2682225.0,2007-02-04 00:00:00,Pedro
2590,2006-07-19 00:00:00,Suelo,Venta,Tarragona,213.0,1359579.0,2007-02-24 00:00:00,Carmen
2591,2006-07-19 00:00:00,Parking,Venta,Girona,150.0,1076250.0,2006-11-05 00:00:00,Carmen
2593,2006-07-20 00:00:00,Local,Venta,Lleida,265.0,1632930.0,2007-03-08 00:00:00,María
2594,2006-07-20 00:00:00,Oficina,Alquiler,Girona,170.0,1039380.0,2006-11-25 00:00:00,Joaquín
2595,2006-07-21 00:00:00,Oficina,Venta,Barcelona,258.0,1700994.0,2006-10-23 00:00:00,Jesús
2598,2006-07-22 00:00:00,Casa,Venta,Lleida,259.0,1626779.0,2007-05-01 00:00:00,Joaquín
2600,2006-07-22 00:00:00,Parking,Venta,Girona,200.0,1021000.0,2006-11-20 00:00:00,Joaquín
2601,2006-07-23 00:00:00,Oficina,Alquiler,Lleida,157.0,1095860.0,2007-04-21 00:00:00,Luisa
2604,2006-07-24 00:00:00,Piso,Alquiler,Lleida,163.0,1550456.0,2007-02-03 00:00:00,Carmen
2605,2006-07-24 00:00:00,Piso,Alquiler,Tarragona,293.0,1431891.0,,
2606,2006-07-25 00:00:00,Piso,Alquiler,Lleida,195.0,1899690.0,2006-11-18 00:00:00,Jesús
2609,2006-07-27 00:00:00,Oficina,Venta,Barcelona,143.0,1365936.0,2007-03-13 00:00:00,María
2610,2006-07-27 00:00:00,Parking,Alquiler,Tarragona,177.0,1064301.0,,
2612,2006-07-28 00:00:00,Casa,Venta,Barcelona,294.0,2618364.0,,
2613,2006-07-28 00:00:00,Parking,Venta,Tarragona,242.0,1844282.0,,
2614,2006-07-28 00:00:00,Casa,Alquiler,Barcelona,239.0,2199995.0,2007-03-04 00:00:00,Jesús
2615,2006-07-28 00:00:00,Parking,Alquiler,Lleida,282.0,1170300.0,2006-12-15 00:00:00,Jesús
2620,2006-07-31 00:00:00,Suelo,Venta,Tarragona,194.0,1476534.0,2006-11-27 00:00:00,Luisa
2621,2006-07-31 00:00:00,Oficina,Alquiler,Lleida,291.0,2874207.0,2007-04-24 00:00:00,Jesús
2622,2006-07-31 00:00:00,Parking,Alquiler,Lleida,108.0,1002348.0,,
2624,2006-08-01 00:00:00,Local,Venta,Tarragona,277.0,1232927.0,,
2626,2006-08-02 00:00:00,Suelo,Venta,Girona,259.0,1202537.0,2007-04-16 00:00:00,María
2627,2006-08-02 00:00:00,Parking,Alquiler,Lleida,237.0,1732233.0,2007-01-23 00:00:00,Pedro
2628,2006-08-02 00:00:00,Suelo,Venta,Tarragona,295.0,1706280.0,2007-02-03 00:00:00,Joaquín
2630,2006-08-03 00:00:00,Piso,Venta,Lleida,291.0,1776555.0,,
2631,2006-08-04 00:00:00,Industrial,Venta,Lleida,186.0,1527618.0,2007-03-26 00:00:00,Joaquín
2633,2006-08-06 00:00:00,Suelo,Venta,Girona,234.0,1994382.0,2007-03-04 00:00:00,María
2634,2006-08-06 00:00:00,Piso,Alquiler,Tarragona,253.0,2211979.0,2007-03-05 00:00:00,María
2635,2006-08-07 00:00:00,Parking,Alquiler,Barcelona,169.0,1673607.0,2007-01-07 00:00:00,Luisa
2636,2006-08-07 00:00:00,Parking,Venta,Girona,249.0,1422537.0,2007-04-02 00:00:00,Luisa
2638,2006-08-08 00:00:00,Parking,Venta,Girona,211.0,1456322.0,2006-11-23 00:00:00,Carmen
2640,2006-08-08 00:00:00,Oficina,Venta,Girona,133.0,1053227.0,2007-01-30 00:00:00,Jesús
2641,2006-08-08 00:00:00,Industrial,Alquiler,Lleida,275.0,2171950.0,,
2642,2006-08-09 00:00:00,Casa,Alquiler,Lleida,274.0,1233000.0,2007-02-05 00:00:00,Joaquín
2643,2006-08-09 00:00:00,Industrial,Venta,Barcelona,282.0,2205240.0,,
2644,2006-08-10 00:00:00,Casa,Venta,Lleida,232.0,1341656.0,2006-12-01 00:00:00,Joaquín
2645,2006-08-11 00:00:00,Oficina,Alquiler,Tarragona,268.0,1984808.0,2007-03-06 00:00:00,Carmen
2646,2006-08-11 00:00:00,Industrial,Alquiler,Barcelona,270.0,1705320.0,2007-03-26 00:00:00,Luisa
2647,2006-08-11 00:00:00,Local,Alquiler,Barcelona,220.0,1772540.0,2006-12-25 00:00:00,Pedro
2648,2006-08-11 00:00:00,Casa,Venta,Girona,112.0,1093456.0,2007-01-24 00:00:00,Pedro
2649,2006-08-11 00:00:00,Piso,Venta,Tarragona,275.0,,2006-12-31 00:00:00,Carmen
2650,2006-08-12 00:00:00,Industrial,Alquiler,Barcelona,126.0,1199394.0,,
2652,2006-08-13 00:00:00,Parking,Venta,Barcelona,110.0,643060.0,2006-12-24 00:00:00,Carmen
2653,2006-08-13 00:00:00,Piso,Alquiler,Girona,297.0,2909412.0,,
2656,2006-08-14 00:00:00,Oficina,Alquiler,Barcelona,192.0,1622400.0,2006-11-16 00:00:00,Carmen
2657,2006-08-14 00:00:00,Parking,Alquiler,Tarragona,207.0,1473219.0,2007-02-20 00:00:00,Jesús
2660,2006-08-16 00:00:00,Oficina,Venta,Girona,81.0,557604.0,2006-12-17 00:00:00,Carmen
2661,2006-08-17 00:00:00,Local,Venta,Lleida,179.0,954249.0,2006-12-21 00:00:00,Carmen
2662,2006-08-17 00:00:00,Suelo,Alquiler,Girona,116.0,1041448.0,,
2663,2006-08-19 00:00:00,Parking,Venta,Lleida,164.0,1165548.0,,
2665,2006-08-21 00:00:00,Oficina,Venta,Barcelona,258.0,2539236.0,2007-01-11 00:00:00,Joaquín
2668,2006-08-22 00:00:00,Industrial,Venta,Girona,165.0,889350.0,2007-01-11 00:00:00,Carmen
2669,2006-08-22 00:00:00,Suelo,Alquiler,Barcelona,215.0,1694630.0,,
2674,2006-08-23 00:00:00,Piso,Venta,Barcelona,41.0,219145.0,2006-12-21 00:00:00,Carmen
2675,2006-08-23 00:00:00,Piso,Venta,Girona,294.0,2574558.0,,
2676,2006-08-24 00:00:00,Suelo,Venta,Lleida,214.0,1114940.0,,
2677,2006-08-24 00:00:00,Casa,Venta,Tarragona,239.0,1793695.0,2006-12-16 00:00:00,Carmen
2679,2006-08-25 00:00:00,Local,Venta,Tarragona,228.0,1096452.0,2007-03-31 00:00:00,Luisa
2681,2006-08-26 00:00:00,Suelo,Venta,Lleida,269.0,1971501.0,,
2685,2006-08-28 00:00:00,Casa,Alquiler,Tarragona,199.0,1277381.0,,
2686,2006-08-28 00:00:00,Piso,Alquiler,Barcelona,146.0,1287428.0,,
2687,2006-08-28 00:00:00,Parking,Venta,Girona,220.0,1230240.0,,
2688,2006-08-28 00:00:00,Piso,Venta,Girona,263.0,2173169.0,2007-01-20 00:00:00,María
2689,2006-08-29 00:00:00,Local,Venta,Barcelona,272.0,2399312.0,2006-12-28 00:00:00,Luisa
2692,2006-08-29 00:00:00,Piso,Venta,Tarragona,215.0,1981440.0,2007-05-03 00:00:00,Jesús
2693,2006-08-30 00:00:00,Piso,Venta,Lleida,233.0,2200452.0,,
2694,2006-08-30 00:00:00,Suelo,Venta,Girona,186.0,1695948.0,2007-03-23 00:00:00,Pedro
2695,2006-08-30 00:00:00,Casa,Venta,Tarragona,255.0,2080290.0,2007-01-19 00:00:00,Luisa
2696,2006-08-31 00:00:00,Oficina,Venta,Barcelona,298.0,2977318.0,,
2699,2006-09-02 00:00:00,Piso,Venta,Girona,179.0,1025491.0,,
2700,2006-09-03 00:00:00,Suelo,Venta,Girona,203.0,1191610.0,2006-12-24 00:00:00,María
2701,2006-09-03 00:00:00,Industrial,Alquiler,Tarragona,158.0,1553772.0,2007-04-20 00:00:00,Luisa
2702,2006-09-04 00:00:00,Casa,Venta,Barcelona,289.0,2534241.0,2007-01-28 00:00:00,María
2703,2006-09-04 00:00:00,Casa,Alquiler,Barcelona,221.0,1556282.0,,
2705,2006-09-04 00:00:00,Local,Alquiler,Lleida,171.0,1176480.0,,
2707,2006-09-05 00:00:00,Local,Alquiler,Girona,242.0,2326346.0,,
2708,2006-09-06 00:00:00,Casa,Alquiler,Girona,291.0,1643568.0,,
2709,2006-09-06 00:00:00,Piso,Alquiler,Girona,274.0,2445724.0,2006-12-20 00:00:00,Luisa
2710,2006-09-07 00:00:00,Parking,Venta,Girona,286.0,2153580.0,,
2712,2006-09-07 00:00:00,Oficina,Venta,Girona,239.0,1994933.0,2007-04-09 00:00:00,Carmen
2713,2006-09-07 00:00:00,Industrial,Alquiler,Girona,53.0,478431.0,2007-01-28 00:00:00,Carmen
2714,2006-09-07 00:00:00,Parking,Alquiler,Lleida,151.0,1110907.0,,
2715,2006-09-07 00:00:00,Local,Venta,Lleida,224.0,2076480.0,,
2717,2006-09-08 00:00:00,Oficina,Venta,Tarragona,245.0,1349705.0,,
2721,2006-09-10 00:00:00,Parking,Venta,Barcelona,251.0,2180939.0,,
2724,2006-09-10 00:00:00,Oficina,Alquiler,Tarragona,285.0,1299315.0,,
2726,2006-09-11 00:00:00,Local,Venta,Tarragona,230.0,1580790.0,2007-03-04 00:00:00,Carmen
2730,2006-09-13 00:00:00,Piso,Venta,Barcelona,294.0,2885316.0,2007-02-13 00:00:00,María
2731,2006-09-14 00:00:00,Oficina,Venta,Lleida,225.0,1239525.0,,
2733,2006-09-15 00:00:00,Local,Venta,Girona,197.0,1967242.0,2006-12-28 00:00:00,Pedro
2734,2006-09-15 00:00:00,Oficina,Venta,Lleida,151.0,1057755.0,,
2735,2006-09-16 00:00:00,Suelo,Alquiler,Lleida,224.0,1956864.0,2007-01-28 00:00:00,Carmen
2739,2006-09-18 00:00:00,Oficina,Venta,Lleida,239.0,2297985.0,,
2741,2006-09-19 00:00:00,Suelo,Venta,Lleida,182.0,1298752.0,,
2743,2006-09-19 00:00:00,Industrial,Venta,Tarragona,245.0,1728230.0,,
2744,2006-09-19 00:00:00,Oficina,Venta,Barcelona,164.0,1040252.0,2007-01-02 00:00:00,Carmen
2745,2006-09-20 00:00:00,Suelo,Venta,Barcelona,131.0,1134984.0,,
2746,2006-09-20 00:00:00,Suelo,Alquiler,Tarragona,208.0,2066688.0,,
2747,2006-09-20 00:00:00,Industrial,Venta,Tarragona,132.0,579348.0,2006-12-31 00:00:00,Carmen
2748,2006-09-21 00:00:00,Casa,Venta,Lleida,211.0,1326135.0,,
2749,2006-09-21 00:00:00,Parking,Venta,Lleida,257.0,2121278.0,2007-02-23 00:00:00,Joaquín
2750,2006-09-21 00:00:00,Industrial,Alquiler,Barcelona,279.0,1262196.0,2007-04-24 00:00:00,Jesús
2751,2006-09-22 00:00:00,Local,Venta,Girona,257.0,2242839.0,,
2752,2006-09-22 00:00:00,Suelo,Venta,Lleida,138.0,1317210.0,2007-01-07 00:00:00,María
2753,2006-09-23 00:00:00,Piso,Venta,Barcelona,254.0,2001266.0,2007-02-10 00:00:00,Luisa
2754,2006-09-23 00:00:00,Oficina,Alquiler,Girona,134.0,1088616.0,2007-03-11 00:00:00,María
2755,2006-09-23 00:00:00,Oficina,Venta,Girona,261.0,1475172.0,,
2759,2006-09-25 00:00:00,Piso,Alquiler,Barcelona,110.0,641080.0,2007-01-31 00:00:00,Carmen
